titulo_original,categoria_original,json_llm_bruto,json_limpo_python,nome_canonico_final
Jogo 20 Fita Adesiva Espuma 5m 12mm Acústico Adr Total 100m,ADHESIVE_TAPES,"{""marca"": null, ""modelo"": null, ""tipo_produto"": ""fita adesiva"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": ""espuma"", ""quantidade"": ""kit 20 peças"", ""outros_atributos"": ""5m cada, 12mm largura, acústico, total 100m""}","{""marca"": null, ""modelo"": null, ""tipo_produto"": ""fita adesiva"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": ""espuma"", ""quantidade"": ""kit 20 peças"", ""outros_atributos"": ""5m cada, 12mm largura, acústico, total 100m""}","fita adesiva | espuma | kit 20 peças | 5m cada, 12mm largura, acústico, total 100m"
Sapatilha Alpargata Onça Feminina,ESPADRILLES,"{""marca"": null, ""modelo"": null, ""tipo_produto"": ""sapatilha alpargata"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": ""onça"", ""material"": null, ""quantidade"": null, ""outros_atributos"": ""feminina""}","{""marca"": null, ""modelo"": null, ""tipo_produto"": ""sapatilha alpargata"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": ""onça"", ""material"": null, ""quantidade"": null, ""outros_atributos"": ""feminina""}",sapatilha alpargata | onça | feminina
Blusa Camiseta Polo Ralph Lauren Manga Longa Dry Fit 2 Anos,T_SHIRTS,"{""marca"": ""Ralph Lauren"", ""modelo"": ""Polo"", ""tipo_produto"": ""blusa camiseta"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": ""dry fit"", ""quantidade"": null, ""outros_atributos"": ""manga longa, 2 anos""}","{""marca"": ""Ralph Lauren"", ""modelo"": ""polo"", ""tipo_produto"": ""blusa camiseta"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": ""dry fit"", ""quantidade"": null, ""outros_atributos"": ""manga longa, 2 anos""}","blusa camiseta | Ralph Lauren | polo | dry fit | manga longa, 2 anos"
Kit Com 4 Pentes De Madeira Anti-frizz Cabelo E Barba ,COMBS,"{""marca"": null, ""modelo"": null, ""tipo_produto"": ""pente"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": ""madeira"", ""quantidade"": ""kit 4 peças"", ""outros_atributos"": ""anti-frizz, para cabelo e barba""}","{""marca"": null, ""modelo"": null, ""tipo_produto"": ""pente"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": ""madeira"", ""quantidade"": ""kit 4 peças"", ""outros_atributos"": ""anti-frizz, para cabelo e barba""}","pente | madeira | kit 4 peças | anti-frizz, para cabelo e barba"
Cangas Praia Rio Imagens Religiosas Nossa S Aparecida,SARONGS,"{""marca"": null, ""modelo"": null, ""tipo_produto"": ""canga de praia"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": null, ""quantidade"": null, ""outros_atributos"": ""estampa nossa senhora aparecida""}","{""marca"": null, ""modelo"": null, ""tipo_produto"": ""canga de praia"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": null, ""quantidade"": null, ""outros_atributos"": ""estampa nossa senhora aparecida""}",canga de praia | estampa nossa senhora aparecida
Torneira Cozinha Bica Alta Parede Preta,KITCHEN_FAUCETS,"{""marca"": null, ""modelo"": null, ""tipo_produto"": ""torneira"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": ""preta"", ""material"": null, ""quantidade"": null, ""outros_atributos"": ""bica alta, parede""}","{""marca"": null, ""modelo"": null, ""tipo_produto"": ""torneira"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": ""preta"", ""material"": null, ""quantidade"": null, ""outros_atributos"": ""bica alta, parede""}","torneira | preta | bica alta, parede"
Bucha De Biela - Ford Cargo 7.8l - Smagon - Smagon Bucha De ,ENGINE_CONNECTING_RODS,"{""marca"": ""Smagon"", ""modelo"": null, ""tipo_produto"": ""bucha de biela"", ""capacidade_volume"": ""7.8l"", ""voltagem"": null, ""cor"": null, ""material"": null, ""quantidade"": null, ""outros_atributos"": ""ford cargo""}","{""marca"": ""Smagon"", ""modelo"": null, ""tipo_produto"": ""bucha de biela"", ""capacidade_volume"": ""7.8l"", ""voltagem"": null, ""cor"": null, ""material"": null, ""quantidade"": null, ""outros_atributos"": ""ford cargo""}",bucha de biela | Smagon | 7.8l | ford cargo
Tesoura Dentada 6.0 Polegadas Profissional Cabeleireiro,HAIRDRESSING_SCISSORS,"{""marca"": null, ""modelo"": null, ""tipo_produto"": ""tesoura dentada"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": null, ""quantidade"": null, ""outros_atributos"": ""6.0 polegadas, profissional, cabeleireiro""}","{""marca"": null, ""modelo"": null, ""tipo_produto"": ""tesoura dentada"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": null, ""quantidade"": null, ""outros_atributos"": ""6.0 polegadas, profissional, cabeleireiro""}","tesoura dentada | 6.0 polegadas, profissional, cabeleireiro"
Condensador Gm Vectra Novo/ Astra Novo,CAR_AC_CONDENSERS,"{""marca"": ""Gm"", ""modelo"": ""Vectra Novo/ Astra Novo"", ""tipo_produto"": ""condensador"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": null, ""quantidade"": null, ""outros_atributos"": null}","{""marca"": ""Gm"", ""modelo"": ""vectra novo/ astra novo"", ""tipo_produto"": ""condensador"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": null, ""quantidade"": null, ""outros_atributos"": null}",condensador | Gm | vectra novo/ astra novo
Arco Composto Mankung 75 Lbs Completo,ARCHERY_BOWS,"{""marca"": ""Mankung"", ""modelo"": null, ""tipo_produto"": ""arco composto"", ""capacidade_volume"": ""75lbs"", ""voltagem"": null, ""cor"": null, ""material"": null, ""quantidade"": null, ""outros_atributos"": ""completo""}","{""marca"": ""Mankung"", ""modelo"": null, ""tipo_produto"": ""arco composto"", ""capacidade_volume"": ""75lbs"", ""voltagem"": null, ""cor"": null, ""material"": null, ""quantidade"": null, ""outros_atributos"": ""completo""}",arco composto | Mankung | 75lbs | completo
Torno De Bancada Para Madeira 3/4cv Mr-1218a Manrod 220v,VISES,"{""marca"": ""Manrod"", ""modelo"": ""Mr-1218a"", ""tipo_produto"": ""torno de bancada"", ""capacidade_volume"": null, ""voltagem"": ""220v"", ""cor"": null, ""material"": null, ""quantidade"": null, ""outros_atributos"": ""para madeira, 3/4cv""}","{""marca"": ""Manrod"", ""modelo"": ""mr-1218a"", ""tipo_produto"": ""torno de bancada"", ""capacidade_volume"": null, ""voltagem"": ""220v"", ""cor"": null, ""material"": null, ""quantidade"": null, ""outros_atributos"": ""para madeira, 3/4cv""}","torno de bancada | Manrod | mr-1218a | 220v | para madeira, 3/4cv"
Pistao Biela Kia Sportage 2013  1090 J,ENGINE_CONNECTING_RODS,"{""marca"": ""Kia"", ""modelo"": ""Sportage 2013"", ""tipo_produto"": ""pistão com biela"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": null, ""quantidade"": null, ""outros_atributos"": ""1090 j""}","{""marca"": ""Kia"", ""modelo"": ""sportage 2013"", ""tipo_produto"": ""pistão com biela"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": null, ""quantidade"": null, ""outros_atributos"": ""1090 j""}",pistão com biela | Kia | sportage 2013 | 1090 j
Lavadora Ge,WASHING_MACHINES,"{""marca"": ""Ge"", ""modelo"": null, ""tipo_produto"": ""lavadora"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": null, ""quantidade"": null, ""outros_atributos"": null}","{""marca"": ""Ge"", ""modelo"": null, ""tipo_produto"": ""lavadora"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": null, ""quantidade"": null, ""outros_atributos"": null}",lavadora | Ge
Cabeceira Jordânia Casal 140 Cm Animale Marrom,HEADBOARDS,"{""marca"": null, ""modelo"": ""Jordânia"", ""tipo_produto"": ""cabeceira"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": ""marrom"", ""material"": ""animale"", ""quantidade"": null, ""outros_atributos"": ""casal, 140 cm""}","{""marca"": null, ""modelo"": ""jordânia"", ""tipo_produto"": ""cabeceira"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": ""marrom"", ""material"": ""animale"", ""quantidade"": null, ""outros_atributos"": ""casal, 140 cm""}","cabeceira | jordânia | marrom | animale | casal, 140 cm"
Bordado Rally Dakar (viagem),EMBROIDERY_MACHINES,"{""marca"": null, ""modelo"": ""Rally Dakar"", ""tipo_produto"": ""bordado"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": null, ""quantidade"": null, ""outros_atributos"": ""viagem""}","{""marca"": null, ""modelo"": ""rally dakar"", ""tipo_produto"": ""bordado"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": null, ""quantidade"": null, ""outros_atributos"": ""viagem""}",bordado | rally dakar | viagem
Kit Controle Ipega 9068 + Oculos Realidade Virtual Vr Box 3d,VR_HEADSETS,"{""marca"": ""Ipega"", ""modelo"": ""9068"", ""tipo_produto"": ""kit controle e óculos de realidade virtual"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": null, ""quantidade"": ""kit 2 peças"", ""outros_atributos"": ""vr box 3d""}","{""marca"": ""Ipega"", ""modelo"": ""9068"", ""tipo_produto"": ""kit controle e óculos de realidade virtual"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": null, ""quantidade"": ""kit 2 peças"", ""outros_atributos"": ""vr box 3d""}",kit controle e óculos de realidade virtual | Ipega | 9068 | kit 2 peças | vr box 3d
Kit Personalizado: Vilma.alencar ,COLANDERS,"{""marca"": null, ""modelo"": null, ""tipo_produto"": ""kit personalizado"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": null, ""quantidade"": ""kit"", ""outros_atributos"": ""personalizado: vilma.alencar""}","{""marca"": null, ""modelo"": null, ""tipo_produto"": ""kit personalizado"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": null, ""quantidade"": ""kit"", ""outros_atributos"": ""personalizado: vilma.alencar""}",kit personalizado | kit | personalizado: vilma.alencar
Aparador Jb 4022,SIDEBOARDS,"{""marca"": ""Jb"", ""modelo"": ""4022"", ""tipo_produto"": ""aparador"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": null, ""quantidade"": null, ""outros_atributos"": null}","{""marca"": ""Jb"", ""modelo"": ""4022"", ""tipo_produto"": ""aparador"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": null, ""quantidade"": null, ""outros_atributos"": null}",aparador | Jb | 4022
Rodapé Eva C/ Adesivo  6cm X 1cm - 20 Metros + Frete Grátis,BASEBOARDS,"{""marca"": null, ""modelo"": null, ""tipo_produto"": ""rodapé"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": ""eva"", ""quantidade"": ""20 metros"", ""outros_atributos"": ""c/ adesivo, 6cm x 1cm""}","{""marca"": null, ""modelo"": null, ""tipo_produto"": ""rodapé"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": ""eva"", ""quantidade"": ""20 metros"", ""outros_atributos"": ""c/ adesivo, 6cm x 1cm""}","rodapé | eva | 20 metros | c/ adesivo, 6cm x 1cm"
Vaporizador Difusor Aroma Do Purificador Do Ar Led Umidifica,OIL_DIFFUSERS,"{""marca"": null, ""modelo"": null, ""tipo_produto"": ""umidificador e difusor de aroma"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": null, ""quantidade"": null, ""outros_atributos"": ""led, purificador de ar""}","{""marca"": null, ""modelo"": null, ""tipo_produto"": ""umidificador e difusor de aroma"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": null, ""quantidade"": null, ""outros_atributos"": ""led, purificador de ar""}","umidificador e difusor de aroma | led, purificador de ar"
Cachaca Corote 500ml - 15 Unidades,CACHACAS,"{""marca"": ""Corote"", ""modelo"": null, ""tipo_produto"": ""cachaça"", ""capacidade_volume"": ""500ml"", ""voltagem"": null, ""cor"": null, ""material"": null, ""quantidade"": ""15 unidades"", ""outros_atributos"": null}","{""marca"": ""Corote"", ""modelo"": null, ""tipo_produto"": ""cachaça"", ""capacidade_volume"": ""500ml"", ""voltagem"": null, ""cor"": null, ""material"": null, ""quantidade"": ""15 unidades"", ""outros_atributos"": null}",cachaça | Corote | 500ml | 15 unidades
Multimetro Capacímetro Digital M92a Profissional Universal,MULTIMETERS,"{""marca"": null, ""modelo"": ""M92a"", ""tipo_produto"": ""multímetro capacímetro"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": null, ""quantidade"": null, ""outros_atributos"": ""digital, profissional, universal""}","{""marca"": null, ""modelo"": ""m92a"", ""tipo_produto"": ""multímetro capacímetro"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": null, ""quantidade"": null, ""outros_atributos"": ""digital, profissional, universal""}","multímetro capacímetro | m92a | digital, profissional, universal"
Secador Multi Dryer 1000w Lizz Bivolt,HAIR_DRYERS,"{""marca"": ""Lizz"", ""modelo"": ""Multi Dryer"", ""tipo_produto"": ""secador"", ""capacidade_volume"": null, ""voltagem"": ""bivolt"", ""cor"": null, ""material"": null, ""quantidade"": null, ""outros_atributos"": ""1000w""}","{""marca"": ""Lizz"", ""modelo"": ""multi dryer"", ""tipo_produto"": ""secador"", ""capacidade_volume"": null, ""voltagem"": ""bivolt"", ""cor"": null, ""material"": null, ""quantidade"": null, ""outros_atributos"": ""1000w""}",secador | Lizz | multi dryer | bivolt | 1000w
Maquina Limpador Parabrisa Motor Hyundai Hb20 - 9144 K,WINDSHIELD_WIPER_MOTORS,"{""marca"": ""Hyundai"", ""modelo"": ""Hb20 - 9144 K"", ""tipo_produto"": ""motor de limpador de parabrisa"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": null, ""quantidade"": null, ""outros_atributos"": null}","{""marca"": ""Hyundai"", ""modelo"": ""hb20 - 9144 k"", ""tipo_produto"": ""motor de limpador de parabrisa"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": null, ""quantidade"": null, ""outros_atributos"": null}",motor de limpador de parabrisa | Hyundai | hb20 - 9144 k
Promoção Capa De Máquina De Lavar Brastemp Mondial 5kg ,WASHING_AND_DRYER_MACHINE_COVERS,"{""marca"": ""Brastemp"", ""modelo"": null, ""tipo_produto"": ""capa de máquina de lavar"", ""capacidade_volume"": ""5kg"", ""voltagem"": null, ""cor"": null, ""material"": null, ""quantidade"": null, ""outros_atributos"": ""promoção, compatível com mondial""}","{""marca"": ""Brastemp"", ""modelo"": null, ""tipo_produto"": ""capa de máquina de lavar"", ""capacidade_volume"": ""5kg"", ""voltagem"": null, ""cor"": null, ""material"": null, ""quantidade"": null, ""outros_atributos"": ""promoção, compatível com mondial""}","capa de máquina de lavar | Brastemp | 5kg | promoção, compatível com mondial"
Bolsa Capa Case Modern P/ Câmera Canon Digital Ixus Wireless,CAMERA_CASES,"{""marca"": ""Canon"", ""modelo"": ""Ixus Wireless"", ""tipo_produto"": ""bolsa para câmera"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": null, ""quantidade"": null, ""outros_atributos"": ""capa case modern, digital""}","{""marca"": ""Canon"", ""modelo"": ""ixus wireless"", ""tipo_produto"": ""bolsa para câmera"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": null, ""quantidade"": null, ""outros_atributos"": ""capa case modern, digital""}","bolsa para câmera | Canon | ixus wireless | capa case modern, digital"
Estabilizador 500va Bivolt 6 Tomadas - Sms 16620 ,STABILIZERS_AND_UPS,"{""marca"": ""Sms"", ""modelo"": ""16620"", ""tipo_produto"": ""estabilizador"", ""capacidade_volume"": ""500va"", ""voltagem"": ""bivolt"", ""cor"": null, ""material"": null, ""quantidade"": null, ""outros_atributos"": ""6 tomadas""}","{""marca"": ""Sms"", ""modelo"": ""16620"", ""tipo_produto"": ""estabilizador"", ""capacidade_volume"": ""500va"", ""voltagem"": ""bivolt"", ""cor"": null, ""material"": null, ""quantidade"": null, ""outros_atributos"": ""6 tomadas""}",estabilizador | Sms | 16620 | 500va | bivolt | 6 tomadas
Carro Autorama Falcon Maverick ,SCALEXTRIC_CARS,"{""marca"": null, ""modelo"": ""Falcon Maverick"", ""tipo_produto"": ""autorama"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": null, ""quantidade"": null, ""outros_atributos"": ""carro""}","{""marca"": null, ""modelo"": ""falcon maverick"", ""tipo_produto"": ""autorama"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": null, ""quantidade"": null, ""outros_atributos"": ""carro""}",autorama | falcon maverick | carro
Valvula Termostatica 88&degc Bmw E36 325i Coupe Manual 1989-,AUTOMOTIVE_ENGINE_COOLANT_THERMOSTATS,"{""marca"": ""Bmw"", ""modelo"": ""E36 325i Coupe"", ""tipo_produto"": ""válvula termostática"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": null, ""quantidade"": null, ""outros_atributos"": ""88°c, manual, 1989-""}","{""marca"": ""Bmw"", ""modelo"": ""e36 325i coupe"", ""tipo_produto"": ""válvula termostática"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": null, ""quantidade"": null, ""outros_atributos"": ""88°c, manual, 1989-""}","válvula termostática | Bmw | e36 325i coupe | 88°c, manual, 1989-"
Formão Para Entalhe Grande Jogo Com 05 Peças,CHISELS,"{""marca"": null, ""modelo"": null, ""tipo_produto"": ""formão para entalhe"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": null, ""quantidade"": ""kit 5 peças"", ""outros_atributos"": ""grande""}","{""marca"": null, ""modelo"": null, ""tipo_produto"": ""formão para entalhe"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": null, ""quantidade"": ""kit 5 peças"", ""outros_atributos"": ""grande""}",formão para entalhe | kit 5 peças | grande
Espreguiçadeira Para Piscina Design Ondulada Fibra/ Aluminio,SUNBATHING_CHAIRS,"{""marca"": null, ""modelo"": ""ondulada"", ""tipo_produto"": ""espreguiçadeira"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": ""fibra e alumínio"", ""quantidade"": null, ""outros_atributos"": ""para piscina, design ondulada""}","{""marca"": null, ""modelo"": ""ondulada"", ""tipo_produto"": ""espreguiçadeira"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": ""fibra e alumínio"", ""quantidade"": null, ""outros_atributos"": ""para piscina, design ondulada""}","espreguiçadeira | ondulada | fibra e alumínio | para piscina, design ondulada"
Kit 10 Leite De Coco Light Sococo 200ml,MILK,"{""marca"": ""Sococo"", ""modelo"": ""light"", ""tipo_produto"": ""leite de coco"", ""capacidade_volume"": ""200ml"", ""voltagem"": null, ""cor"": null, ""material"": null, ""quantidade"": ""kit 10 unidades"", ""outros_atributos"": null}","{""marca"": ""Sococo"", ""modelo"": ""light"", ""tipo_produto"": ""leite de coco"", ""capacidade_volume"": ""200ml"", ""voltagem"": null, ""cor"": null, ""material"": null, ""quantidade"": ""kit 10 unidades"", ""outros_atributos"": null}",leite de coco | Sococo | light | 200ml | kit 10 unidades
 Capa Protetora Emborrachada Geonav Rosa Para iPad 2 E Novo ,TABLET_CASES,"{""marca"": ""Geonav"", ""modelo"": ""iPad 2 e novo"", ""tipo_produto"": ""capa protetora"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": ""rosa"", ""material"": ""emborrachada"", ""quantidade"": null, ""outros_atributos"": null}","{""marca"": ""Geonav"", ""modelo"": ""ipad 2 e novo"", ""tipo_produto"": ""capa protetora"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": ""rosa"", ""material"": ""emborrachada"", ""quantidade"": null, ""outros_atributos"": null}",capa protetora | Geonav | ipad 2 e novo | rosa | emborrachada
Armário De Cozinha Balcão 1 Gaveta 2 Portas ,KITCHEN_CABINETS,"{""marca"": null, ""modelo"": null, ""tipo_produto"": ""armário de cozinha"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": null, ""quantidade"": null, ""outros_atributos"": ""balcão, 1 gaveta, 2 portas""}","{""marca"": null, ""modelo"": null, ""tipo_produto"": ""armário de cozinha"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": null, ""quantidade"": null, ""outros_atributos"": ""balcão, 1 gaveta, 2 portas""}","armário de cozinha | balcão, 1 gaveta, 2 portas"
Kit 5 Guardanapo De Papel Família Gran Hotel Com 50 Unidades,PAPER_NAPKINS,"{""marca"": ""Família Gran Hotel"", ""modelo"": null, ""tipo_produto"": ""guardanapo de papel"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": ""papel"", ""quantidade"": ""kit 5 unidades"", ""outros_atributos"": ""50 unidades por pacote""}","{""marca"": ""Família Gran Hotel"", ""modelo"": null, ""tipo_produto"": ""guardanapo de papel"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": ""papel"", ""quantidade"": ""kit 5 unidades"", ""outros_atributos"": ""50 unidades por pacote""}",guardanapo de papel | Família Gran Hotel | papel | kit 5 unidades | 50 unidades por pacote
Long John Manga Longa Infantil Chestzip 1mm Feminino,WETSUITS,"{""marca"": null, ""modelo"": ""Chestzip"", ""tipo_produto"": ""long john"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": null, ""quantidade"": null, ""outros_atributos"": ""manga longa, infantil, 1mm, feminino""}","{""marca"": null, ""modelo"": ""chestzip"", ""tipo_produto"": ""long john"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": null, ""quantidade"": null, ""outros_atributos"": ""manga longa, infantil, 1mm, feminino""}","long john | chestzip | manga longa, infantil, 1mm, feminino"
Friso Filete De Roda Bajaj Classic Verde Refletivo,MARKING_AND_WARNING_TAPES,"{""marca"": ""Bajaj"", ""modelo"": ""Classic"", ""tipo_produto"": ""friso de roda"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": ""verde"", ""material"": null, ""quantidade"": null, ""outros_atributos"": ""refletivo""}","{""marca"": ""Bajaj"", ""modelo"": ""classic"", ""tipo_produto"": ""friso de roda"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": ""verde"", ""material"": null, ""quantidade"": null, ""outros_atributos"": ""refletivo""}",friso de roda | Bajaj | classic | verde | refletivo
Baqueta Phoenix 7a Ponta Madeira Ou Nylon Kit 02 Pares,DRUMSTICKS_MALLETS_AND_BRUSHES,"{""marca"": ""Phoenix"", ""modelo"": ""7a"", ""tipo_produto"": ""baqueta"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": ""madeira ou nylon"", ""quantidade"": ""kit 02 pares"", ""outros_atributos"": null}","{""marca"": ""Phoenix"", ""modelo"": ""7a"", ""tipo_produto"": ""baqueta"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": ""madeira ou nylon"", ""quantidade"": ""kit 02 pares"", ""outros_atributos"": null}",baqueta | Phoenix | 7a | madeira ou nylon | kit 02 pares
Cozinha Compacta 5146 Sicília Multimóveis (não Ee,KITCHEN_FURNITURE,"{""marca"": ""Multimóveis"", ""modelo"": ""5146 Sicília"", ""tipo_produto"": ""cozinha compacta"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": null, ""quantidade"": null, ""outros_atributos"": null}","{""marca"": ""Multimóveis"", ""modelo"": ""5146 sicília"", ""tipo_produto"": ""cozinha compacta"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": null, ""quantidade"": null, ""outros_atributos"": null}",cozinha compacta | Multimóveis | 5146 sicília
Tomada Industrial Sobrepor 3p+t 16a 380v Tpa114 - Vermelho,ELECTRICAL_OUTLETS,"{""marca"": null, ""modelo"": ""Tpa114"", ""tipo_produto"": ""tomada industrial"", ""capacidade_volume"": null, ""voltagem"": ""380v"", ""cor"": ""vermelho"", ""material"": null, ""quantidade"": null, ""outros_atributos"": ""sobrepor, 3p+t, 16a""}","{""marca"": null, ""modelo"": ""tpa114"", ""tipo_produto"": ""tomada industrial"", ""capacidade_volume"": null, ""voltagem"": ""380v"", ""cor"": ""vermelho"", ""material"": null, ""quantidade"": null, ""outros_atributos"": ""sobrepor, 3p+t, 16a""}","tomada industrial | tpa114 | 380v | vermelho | sobrepor, 3p+t, 16a"
Alicate Puncionador Para Drywall - 879519 - Mtx,LINEMAN_PLIERS,"{""marca"": ""Mtx"", ""modelo"": ""879519"", ""tipo_produto"": ""alicate puncionador"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": null, ""quantidade"": null, ""outros_atributos"": ""para drywall""}","{""marca"": ""Mtx"", ""modelo"": ""879519"", ""tipo_produto"": ""alicate puncionador"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": null, ""quantidade"": null, ""outros_atributos"": ""para drywall""}",alicate puncionador | Mtx | 879519 | para drywall
Receiver Onkyo Tx-sr705 7.1 Thx,AV_RECEIVERS,"{""marca"": ""Onkyo"", ""modelo"": ""Tx-sr705"", ""tipo_produto"": ""receiver"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": null, ""quantidade"": null, ""outros_atributos"": ""7.1, thx""}","{""marca"": ""Onkyo"", ""modelo"": ""tx-sr705"", ""tipo_produto"": ""receiver"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": null, ""quantidade"": null, ""outros_atributos"": ""7.1, thx""}","receiver | Onkyo | tx-sr705 | 7.1, thx"
Apple iPod Nano Mod: A1137 Branco 4gb,DIGITAL_PORTABLE_MEDIA_PLAYERS,"{""marca"": ""Apple"", ""modelo"": ""A1137"", ""tipo_produto"": ""ipod nano"", ""capacidade_volume"": ""4gb"", ""voltagem"": null, ""cor"": ""branco"", ""material"": null, ""quantidade"": null, ""outros_atributos"": null}","{""marca"": ""Apple"", ""modelo"": ""a1137"", ""tipo_produto"": ""ipod nano"", ""capacidade_volume"": ""4gb"", ""voltagem"": null, ""cor"": ""branco"", ""material"": null, ""quantidade"": null, ""outros_atributos"": null}",ipod nano | Apple | a1137 | 4gb | branco
Home Spray  - Bamboo 1 Litro Borrifador De Brinde,ESSENTIAL_OILS,"{""marca"": null, ""modelo"": ""Bamboo"", ""tipo_produto"": ""home spray"", ""capacidade_volume"": ""1000ml"", ""voltagem"": null, ""cor"": null, ""material"": null, ""quantidade"": null, ""outros_atributos"": ""borrifador de brinde""}","{""marca"": null, ""modelo"": ""bamboo"", ""tipo_produto"": ""home spray"", ""capacidade_volume"": ""1000ml"", ""voltagem"": null, ""cor"": null, ""material"": null, ""quantidade"": null, ""outros_atributos"": ""borrifador de brinde""}",home spray | bamboo | 1000ml | borrifador de brinde
Bola Suica Pilates Fisioterapia Abdominal 55cm,PILATES_BALLS,"{""marca"": null, ""modelo"": null, ""tipo_produto"": ""bola suíça"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": null, ""quantidade"": null, ""outros_atributos"": ""pilates, fisioterapia, abdominal, 55cm""}","{""marca"": null, ""modelo"": null, ""tipo_produto"": ""bola suíça"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": null, ""quantidade"": null, ""outros_atributos"": ""pilates, fisioterapia, abdominal, 55cm""}","bola suíça | pilates, fisioterapia, abdominal, 55cm"
