titulo_original,titulo_pre_norm,categoria_original,json_llm_bruto,json_limpo_python,nome_canonico_final
Chave De Ignição Contato Nylon Yamaha Ybr Xtz 125,Chave De Ignição Contato Nylon Yamaha Ybr Xtz 125,MOTORCYCLE_IGNITION_SWITCHES,"{""idx"": 117, ""marca"": ""Yamaha"", ""modelo"": ""ybr xtz 125"", ""tipo_produto"": ""chave de ignição"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": ""nylon"", ""quantidade"": null, ""outros_atributos"": ""contato""}","{""marca"": ""Yamaha"", ""modelo"": ""ybr xtz 125"", ""tipo_produto"": ""chave de ignição"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": ""nylon"", ""quantidade"": null, ""outros_atributos"": ""contato""}",chave de ignição | Yamaha | ybr xtz 125 | nylon | contato
Tampa Motor Honda Civic 2014 Original Usado,Tampa Motor Honda Civic 2014 Original Usado,AUTOMOTIVE_ENGINE_VALVE_COVERS,"{""idx"": 118, ""marca"": ""Honda"", ""modelo"": ""civic 2014"", ""tipo_produto"": ""tampa de motor"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": null, ""quantidade"": null, ""outros_atributos"": ""original, usado""}","{""marca"": ""Honda"", ""modelo"": ""civic 2014"", ""tipo_produto"": ""tampa de motor"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": null, ""quantidade"": null, ""outros_atributos"": ""original, usado""}","tampa de motor | Honda | civic 2014 | original, usado"
"Porta Joias , Oculos, Relogios  Dallas Chave E Veludo.","Porta Joias , Oculos, Relogios Dallas Chave E Veludo.",JEWELRY_BOXES,"{""idx"": 119, ""marca"": null, ""modelo"": ""dallas"", ""tipo_produto"": ""porta joias"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": ""veludo"", ""quantidade"": null, ""outros_atributos"": ""com chave, para óculos e relógios""}","{""marca"": null, ""modelo"": ""dallas"", ""tipo_produto"": ""porta joias"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": ""veludo"", ""quantidade"": null, ""outros_atributos"": ""com chave, para óculos e relógios""}","porta joias | dallas | veludo | com chave, para óculos e relógios"
Cortador Biscoito Bola Futebol Esporte Biscuit Fondant ,Cortador Biscoito Bola Futebol Esporte Biscuit Fondant,COOKIES_CUTTERS,"{""idx"": 120, ""marca"": null, ""modelo"": null, ""tipo_produto"": ""cortador de biscoito"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": null, ""quantidade"": ""1 peça"", ""outros_atributos"": ""bola futebol, esporte, biscuit, fondant""}","{""marca"": null, ""modelo"": null, ""tipo_produto"": ""cortador de biscoito"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": null, ""quantidade"": ""1 peça"", ""outros_atributos"": ""bola futebol, esporte, biscuit, fondant""}","cortador de biscoito | 1 peça | bola futebol, esporte, biscuit, fondant"
Kit 2 Tapete Pvc + 1 Bola 65 Cm + 1 Anel + 1 Roda Abdominal,Kit 2 Tapete Pvc + 1 Bola 65 Cm + 1 Anel + 1 Roda Abdominal,EXERCISE_MATS,"{""idx"": 121, ""marca"": null, ""modelo"": null, ""tipo_produto"": ""kit de exercícios"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": ""pvc"", ""quantidade"": ""kit 5 peças"", ""outros_atributos"": ""2 tapetes, 1 bola 65cm, 1 anel, 1 roda abdominal""}","{""marca"": null, ""modelo"": null, ""tipo_produto"": ""kit de exercícios"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": ""pvc"", ""quantidade"": ""kit 5 peças"", ""outros_atributos"": ""2 tapetes, 1 bola 65cm, 1 anel, 1 roda abdominal""}","kit de exercícios | pvc | kit 5 peças | 2 tapetes, 1 bola 65cm, 1 anel, 1 roda abdominal"
Associação Atlética Batel Pr Papel De Arroz Para Bolo A4,Associação Atlética Batel Pr Papel De Arroz Para Bolo A4,CARDS_AND_INVITATIONS,"{""idx"": 122, ""marca"": ""Associação Atlética Batel"", ""modelo"": null, ""tipo_produto"": ""papel de arroz"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": ""papel de arroz"", ""quantidade"": null, ""outros_atributos"": ""tamanho a4, para bolo""}","{""marca"": ""Associação Atlética Batel"", ""modelo"": null, ""tipo_produto"": ""papel de arroz"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": ""papel de arroz"", ""quantidade"": null, ""outros_atributos"": ""tamanho a4, para bolo""}","papel de arroz | Associação Atlética Batel | papel de arroz | tamanho a4, para bolo"
Mini Filmadoras Espia Aparelhos Espioes Objetos Calculadora,Mini Filmadoras Espia Aparelhos Espioes Objetos Calculadora,CALCULATORS,"{""idx"": 123, ""marca"": null, ""modelo"": null, ""tipo_produto"": ""calculadora"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": null, ""quantidade"": null, ""outros_atributos"": ""mini filmadora espia""}","{""marca"": null, ""modelo"": null, ""tipo_produto"": ""calculadora"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": null, ""quantidade"": null, ""outros_atributos"": ""mini filmadora espia""}",calculadora | mini filmadora espia
Friso Jac J3 Refletivo Adesivo Roda Filete Cores,Friso Jac J3 Refletivo Adesivo Roda Filete Cores,MARKING_AND_WARNING_TAPES,"{""idx"": 124, ""marca"": ""Jac"", ""modelo"": ""J3"", ""tipo_produto"": ""adesivo"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": null, ""quantidade"": null, ""outros_atributos"": ""friso refletivo, roda, filete""}","{""marca"": ""Jac"", ""modelo"": ""j3"", ""tipo_produto"": ""adesivo"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": null, ""quantidade"": null, ""outros_atributos"": ""friso refletivo, roda, filete""}","adesivo | Jac | j3 | friso refletivo, roda, filete"
"Batedeira Philips Walita Ri7200/41,5 Vel,1 Tig,vermelha-110v","Batedeira Philips Walita Ri7200/41,5 Vel,1 Tig,vermelha-110v",MIXERS,"{""idx"": 125, ""marca"": ""Philips Walita"", ""modelo"": ""Ri7200/41"", ""tipo_produto"": ""batedeira"", ""capacidade_volume"": null, ""voltagem"": ""110v"", ""cor"": ""vermelha"", ""material"": null, ""quantidade"": ""1 tigela"", ""outros_atributos"": ""5 velocidades""}","{""marca"": ""Philips Walita"", ""modelo"": ""ri7200/41"", ""tipo_produto"": ""batedeira"", ""capacidade_volume"": null, ""voltagem"": ""110v"", ""cor"": ""vermelha"", ""material"": null, ""quantidade"": ""1 tigela"", ""outros_atributos"": ""5 velocidades""}",batedeira | Philips Walita | ri7200/41 | 110v | vermelha | 1 tigela | 5 velocidades
Eixo Traseiro De Audi A1 Ano 2013,Eixo Traseiro De Audi A1 Ano 2013,REAR_WHEEL_HUBS_BEARING_ASSEMBLY,"{""idx"": 126, ""marca"": ""Audi"", ""modelo"": ""A1"", ""tipo_produto"": ""eixo traseiro"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": null, ""quantidade"": null, ""outros_atributos"": ""ano 2013""}","{""marca"": ""Audi"", ""modelo"": ""a1"", ""tipo_produto"": ""eixo traseiro"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": null, ""quantidade"": null, ""outros_atributos"": ""ano 2013""}",eixo traseiro | Audi | a1 | ano 2013
Mesa Completa Cg 125 Titan 1998 (lote: 393),Mesa Completa Cg 125 Titan 1998 (lote: 393),MOTORCYCLE_HANDLEBAR_YOKES,"{""idx"": 127, ""marca"": ""Honda"", ""modelo"": ""Cg 125 Titan"", ""tipo_produto"": ""mesa de guidão"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": null, ""quantidade"": null, ""outros_atributos"": ""ano 1998, lote 393""}","{""marca"": ""Honda"", ""modelo"": ""cg 125 titan"", ""tipo_produto"": ""mesa de guidão"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": null, ""quantidade"": null, ""outros_atributos"": ""ano 1998, lote 393""}","mesa de guidão | Honda | cg 125 titan | ano 1998, lote 393"
Camisa Nba - Golden State Warrios,Camisa Nba - Golden State Warrios,BASKETBALL_JERSEYS,"{""idx"": 128, ""marca"": ""Nba"", ""modelo"": null, ""tipo_produto"": ""camisa"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": null, ""quantidade"": null, ""outros_atributos"": ""golden state warriors""}","{""marca"": ""Nba"", ""modelo"": null, ""tipo_produto"": ""camisa"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": null, ""quantidade"": null, ""outros_atributos"": ""golden state warriors""}",camisa | Nba | golden state warriors
60 Placas 12m² 30mm Espuma Isolamento Acústico Anti Chama,60 Placas 12m² 30mm Espuma Isolamento Acústico Anti Chama,ACOUSTIC_PANELS,"{""idx"": 129, ""marca"": null, ""modelo"": null, ""tipo_produto"": ""espuma de isolamento acústico"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": ""espuma"", ""quantidade"": ""60 placas"", ""outros_atributos"": ""12m², 30mm, anti chama""}","{""marca"": null, ""modelo"": null, ""tipo_produto"": ""espuma de isolamento acústico"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": ""espuma"", ""quantidade"": ""60 placas"", ""outros_atributos"": ""12m², 30mm, anti chama""}","espuma de isolamento acústico | espuma | 60 placas | 12m², 30mm, anti chama"
Jogo 20 Fita Adesiva Espuma 5m 12mm Acústico Adr Total 100m,Jogo 20 Fita Adesiva Espuma 5m 12mm Acústico Adr Total 100m,ADHESIVE_TAPES,"{""idx"": 130, ""marca"": null, ""modelo"": null, ""tipo_produto"": ""fita adesiva"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": ""espuma"", ""quantidade"": ""jogo 20 peças"", ""outros_atributos"": ""5m 12mm acústico total 100m""}","{""marca"": null, ""modelo"": null, ""tipo_produto"": ""fita adesiva"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": ""espuma"", ""quantidade"": ""jogo 20 peças"", ""outros_atributos"": ""5m 12mm acústico total 100m""}",fita adesiva | espuma | jogo 20 peças | 5m 12mm acústico total 100m
Sapatilha Alpargata Onça Feminina,Sapatilha Alpargata Onça Feminina,ESPADRILLES,"{""idx"": 131, ""marca"": null, ""modelo"": null, ""tipo_produto"": ""sapatilha alpargata"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": ""onça"", ""material"": null, ""quantidade"": null, ""outros_atributos"": ""feminina""}","{""marca"": null, ""modelo"": null, ""tipo_produto"": ""sapatilha alpargata"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": ""onça"", ""material"": null, ""quantidade"": null, ""outros_atributos"": ""feminina""}",sapatilha alpargata | onça | feminina
Blusa Camiseta Polo Ralph Lauren Manga Longa Dry Fit 2 Anos,Blusa Camiseta Polo Ralph Lauren Manga Longa Dry Fit 2 Anos,T_SHIRTS,"{""idx"": 132, ""marca"": ""Ralph Lauren"", ""modelo"": null, ""tipo_produto"": ""camiseta polo"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": ""dry fit"", ""quantidade"": null, ""outros_atributos"": ""manga longa, 2 anos""}","{""marca"": ""Ralph Lauren"", ""modelo"": null, ""tipo_produto"": ""camiseta polo"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": ""dry fit"", ""quantidade"": null, ""outros_atributos"": ""manga longa, 2 anos""}","camiseta polo | Ralph Lauren | dry fit | manga longa, 2 anos"
Kit Com 4 Pentes De Madeira Anti-frizz Cabelo E Barba ,Kit Com 4 Pentes De Madeira Anti-frizz Cabelo E Barba,COMBS,"{""idx"": 133, ""marca"": null, ""modelo"": null, ""tipo_produto"": ""pente"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": ""madeira"", ""quantidade"": ""kit 4 peças"", ""outros_atributos"": ""anti-frizz, para cabelo e barba""}","{""marca"": null, ""modelo"": null, ""tipo_produto"": ""pente"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": ""madeira"", ""quantidade"": ""kit 4 peças"", ""outros_atributos"": ""anti-frizz, para cabelo e barba""}","pente | madeira | kit 4 peças | anti-frizz, para cabelo e barba"
Cangas Praia Rio Imagens Religiosas Nossa S Aparecida,Cangas Praia Rio Imagens Religiosas Nossa S Aparecida,SARONGS,"{""idx"": 134, ""marca"": null, ""modelo"": null, ""tipo_produto"": ""canga"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": null, ""quantidade"": null, ""outros_atributos"": ""praia, estampas religiosas, nossa sra aparecida""}","{""marca"": null, ""modelo"": null, ""tipo_produto"": ""canga"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": null, ""quantidade"": null, ""outros_atributos"": ""praia, estampas religiosas, nossa sra aparecida""}","canga | praia, estampas religiosas, nossa sra aparecida"
Torneira Cozinha Bica Alta Parede Preta,Torneira Cozinha Bica Alta Parede Preta,KITCHEN_FAUCETS,"{""idx"": 135, ""marca"": null, ""modelo"": null, ""tipo_produto"": ""torneira"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": ""preta"", ""material"": null, ""quantidade"": null, ""outros_atributos"": ""bica alta, parede""}","{""marca"": null, ""modelo"": null, ""tipo_produto"": ""torneira"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": ""preta"", ""material"": null, ""quantidade"": null, ""outros_atributos"": ""bica alta, parede""}","torneira | preta | bica alta, parede"
Bucha De Biela - Ford Cargo 7.8l - Smagon - Smagon Bucha De ,Bucha De Biela - Ford Cargo 7.8000ml - Smagon - Smagon Bucha De,ENGINE_CONNECTING_RODS,"{""idx"": 136, ""marca"": ""Smagon"", ""modelo"": null, ""tipo_produto"": ""bucha de biela"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": null, ""quantidade"": null, ""outros_atributos"": ""ford cargo""}","{""marca"": ""Smagon"", ""modelo"": null, ""tipo_produto"": ""bucha de biela"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": null, ""quantidade"": null, ""outros_atributos"": ""ford cargo""}",bucha de biela | Smagon | ford cargo
Tesoura Dentada 6.0 Polegadas Profissional Cabeleireiro,Tesoura Dentada 6.0 Polegadas Profissional Cabeleireiro,HAIRDRESSING_SCISSORS,"{""idx"": 137, ""marca"": null, ""modelo"": null, ""tipo_produto"": ""tesoura"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": null, ""quantidade"": null, ""outros_atributos"": ""dentada, 6.0 polegadas, profissional""}","{""marca"": null, ""modelo"": null, ""tipo_produto"": ""tesoura"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": null, ""quantidade"": null, ""outros_atributos"": ""dentada, 6.0 polegadas, profissional""}","tesoura | dentada, 6.0 polegadas, profissional"
Condensador Gm Vectra Novo/ Astra Novo,Condensador Gm Vectra Novo/ Astra Novo,CAR_AC_CONDENSERS,"{""idx"": 138, ""marca"": ""Gm"", ""modelo"": ""vectra novo/ astra novo"", ""tipo_produto"": ""condensador"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": null, ""quantidade"": null, ""outros_atributos"": null}","{""marca"": ""Gm"", ""modelo"": ""vectra novo/ astra novo"", ""tipo_produto"": ""condensador"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": null, ""quantidade"": null, ""outros_atributos"": null}",condensador | Gm | vectra novo/ astra novo
Arco Composto Mankung 75 Lbs Completo,Arco Composto Mankung 75 Lbs Completo,ARCHERY_BOWS,"{""idx"": 139, ""marca"": ""Mankung"", ""modelo"": null, ""tipo_produto"": ""arco composto"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": null, ""quantidade"": null, ""outros_atributos"": ""75 lbs, completo""}","{""marca"": ""Mankung"", ""modelo"": null, ""tipo_produto"": ""arco composto"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": null, ""quantidade"": null, ""outros_atributos"": ""75 lbs, completo""}","arco composto | Mankung | 75 lbs, completo"
Torno De Bancada Para Madeira 3/4cv Mr-1218a Manrod 220v,Torno De Bancada Para Madeira 3/4cv Mr-1218a Manrod 220v,VISES,"{""idx"": 140, ""marca"": ""Manrod"", ""modelo"": ""Mr-1218a"", ""tipo_produto"": ""torno de bancada"", ""capacidade_volume"": ""3/4cv"", ""voltagem"": ""220v"", ""cor"": null, ""material"": ""madeira"", ""quantidade"": null, ""outros_atributos"": null}","{""marca"": ""Manrod"", ""modelo"": ""mr-1218a"", ""tipo_produto"": ""torno de bancada"", ""capacidade_volume"": ""3/4cv"", ""voltagem"": ""220v"", ""cor"": null, ""material"": ""madeira"", ""quantidade"": null, ""outros_atributos"": null}",torno de bancada | Manrod | mr-1218a | 3/4cv | 220v | madeira
Pistao Biela Kia Sportage 2013  1090 J,Pistao Biela Kia Sportage 2013 1090 J,ENGINE_CONNECTING_RODS,"{""idx"": 141, ""marca"": ""Kia"", ""modelo"": ""1090 j"", ""tipo_produto"": ""pistão biela"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": null, ""quantidade"": null, ""outros_atributos"": ""sportage 2013""}","{""marca"": ""Kia"", ""modelo"": ""1090 j"", ""tipo_produto"": ""pistão biela"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": null, ""quantidade"": null, ""outros_atributos"": ""sportage 2013""}",pistão biela | Kia | 1090 j | sportage 2013
Lavadora Ge,Lavadora Ge,WASHING_MACHINES,"{""idx"": 142, ""marca"": ""Ge"", ""modelo"": null, ""tipo_produto"": ""máquina de lavar"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": null, ""quantidade"": null, ""outros_atributos"": null}","{""marca"": ""Ge"", ""modelo"": null, ""tipo_produto"": ""máquina de lavar"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": null, ""quantidade"": null, ""outros_atributos"": null}",máquina de lavar | Ge
Cabeceira Jordânia Casal 140 Cm Animale Marrom,Cabeceira Jordânia Casal 140 Cm Animale Marrom,HEADBOARDS,"{""idx"": 143, ""marca"": null, ""modelo"": ""jordânia"", ""tipo_produto"": ""cabeceira"", ""capacidade_volume"": ""140 cm"", ""voltagem"": null, ""cor"": ""marrom"", ""material"": ""animale"", ""quantidade"": null, ""outros_atributos"": ""casal""}","{""marca"": null, ""modelo"": ""jordânia"", ""tipo_produto"": ""cabeceira"", ""capacidade_volume"": ""140 cm"", ""voltagem"": null, ""cor"": ""marrom"", ""material"": ""animale"", ""quantidade"": null, ""outros_atributos"": ""casal""}",cabeceira | jordânia | 140 cm | marrom | animale | casal
Bordado Rally Dakar (viagem),Bordado Rally Dakar (viagem),EMBROIDERY_MACHINES,"{""idx"": 144, ""marca"": null, ""modelo"": null, ""tipo_produto"": ""máquina de bordar"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": null, ""quantidade"": null, ""outros_atributos"": ""rally dakar (viagem)""}","{""marca"": null, ""modelo"": null, ""tipo_produto"": ""máquina de bordar"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": null, ""quantidade"": null, ""outros_atributos"": ""rally dakar (viagem)""}",máquina de bordar | rally dakar (viagem)
Kit Controle Ipega 9068 + Oculos Realidade Virtual Vr Box 3d,Kit Controle Ipega 9068 + Oculos Realidade Virtual Vr Box 3d,VR_HEADSETS,"{""idx"": 145, ""marca"": ""Ipega"", ""modelo"": ""9068"", ""tipo_produto"": ""kit controle e óculos de realidade virtual"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": null, ""quantidade"": ""kit"", ""outros_atributos"": ""3d""}","{""marca"": ""Ipega"", ""modelo"": ""9068"", ""tipo_produto"": ""kit controle e óculos de realidade virtual"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": null, ""quantidade"": ""kit"", ""outros_atributos"": ""3d""}",kit controle e óculos de realidade virtual | Ipega | 9068 | kit | 3d
Kit Personalizado: Vilma.alencar ,Kit Personalizado: Vilma.alencar,COLANDERS,"{""idx"": 146, ""marca"": null, ""modelo"": null, ""tipo_produto"": ""kit personalizado"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": null, ""quantidade"": ""kit"", ""outros_atributos"": ""vilma.alencar""}","{""marca"": null, ""modelo"": null, ""tipo_produto"": ""kit personalizado"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": null, ""quantidade"": ""kit"", ""outros_atributos"": ""vilma.alencar""}",kit personalizado | kit | vilma.alencar
Aparador Jb 4022,Aparador Jb 4022,SIDEBOARDS,"{""idx"": 147, ""marca"": null, ""modelo"": ""jb 4022"", ""tipo_produto"": ""aparador"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": null, ""quantidade"": null, ""outros_atributos"": null}","{""marca"": null, ""modelo"": ""jb 4022"", ""tipo_produto"": ""aparador"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": null, ""quantidade"": null, ""outros_atributos"": null}",aparador | jb 4022
Rodapé Eva C/ Adesivo  6cm X 1cm - 20 Metros + Frete Grátis,Rodapé Eva C/ Adesivo 6cm X 1cm - 20 Metros + Frete Grátis,BASEBOARDS,"{""idx"": 148, ""marca"": null, ""modelo"": null, ""tipo_produto"": ""rodapé"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": ""eva"", ""quantidade"": null, ""outros_atributos"": ""c/ adesivo, 6cm x 1cm, 20 metros""}","{""marca"": null, ""modelo"": null, ""tipo_produto"": ""rodapé"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": ""eva"", ""quantidade"": null, ""outros_atributos"": ""c/ adesivo, 6cm x 1cm, 20 metros""}","rodapé | eva | c/ adesivo, 6cm x 1cm, 20 metros"
Vaporizador Difusor Aroma Do Purificador Do Ar Led Umidifica,Vaporizador Difusor Aroma Do Purificador Do Ar Led Umidifica,OIL_DIFFUSERS,"{""idx"": 149, ""marca"": null, ""modelo"": null, ""tipo_produto"": ""difusor de aroma"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": null, ""quantidade"": null, ""outros_atributos"": ""vaporizador, led, umidificador""}","{""marca"": null, ""modelo"": null, ""tipo_produto"": ""difusor de aroma"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": null, ""quantidade"": null, ""outros_atributos"": ""vaporizador, led, umidificador""}","difusor de aroma | vaporizador, led, umidificador"
Cachaca Corote 500ml - 15 Unidades,Cachaca Corote 500ml - 15 Unidades,CACHACAS,"{""idx"": 150, ""marca"": ""Corote"", ""modelo"": null, ""tipo_produto"": ""cachaça"", ""capacidade_volume"": ""500ml"", ""voltagem"": null, ""cor"": null, ""material"": null, ""quantidade"": ""15 unidades"", ""outros_atributos"": null}","{""marca"": ""Corote"", ""modelo"": null, ""tipo_produto"": ""cachaça"", ""capacidade_volume"": ""500ml"", ""voltagem"": null, ""cor"": null, ""material"": null, ""quantidade"": ""15 unidades"", ""outros_atributos"": null}",cachaça | Corote | 500ml | 15 unidades
Multimetro Capacímetro Digital M92a Profissional Universal,Multimetro Capacímetro Digital M92a Profissional Universal,MULTIMETERS,"{""idx"": 151, ""marca"": null, ""modelo"": ""M92a"", ""tipo_produto"": ""multímetro"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": null, ""quantidade"": null, ""outros_atributos"": ""capacímetro digital, profissional, universal""}","{""marca"": null, ""modelo"": ""m92a"", ""tipo_produto"": ""multímetro"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": null, ""quantidade"": null, ""outros_atributos"": ""capacímetro digital, profissional, universal""}","multímetro | m92a | capacímetro digital, profissional, universal"
Secador Multi Dryer 1000w Lizz Bivolt,Secador Multi Dryer 1000w Lizz bivolt,HAIR_DRYERS,"{""idx"": 152, ""marca"": ""Lizz"", ""modelo"": ""Multi Dryer"", ""tipo_produto"": ""secador"", ""capacidade_volume"": null, ""voltagem"": ""bivolt"", ""cor"": null, ""material"": null, ""quantidade"": null, ""outros_atributos"": ""1000w""}","{""marca"": ""Lizz"", ""modelo"": ""multi dryer"", ""tipo_produto"": ""secador"", ""capacidade_volume"": null, ""voltagem"": ""bivolt"", ""cor"": null, ""material"": null, ""quantidade"": null, ""outros_atributos"": ""1000w""}",secador | Lizz | multi dryer | bivolt | 1000w
Maquina Limpador Parabrisa Motor Hyundai Hb20 - 9144 K,Maquina Limpador Parabrisa Motor Hyundai Hb20 - 9144kg,WINDSHIELD_WIPER_MOTORS,"{""idx"": 153, ""marca"": ""Hyundai"", ""modelo"": null, ""tipo_produto"": ""motor de limpador de parabrisa"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": null, ""quantidade"": null, ""outros_atributos"": ""hb20, 9144kg""}","{""marca"": ""Hyundai"", ""modelo"": null, ""tipo_produto"": ""motor de limpador de parabrisa"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": null, ""quantidade"": null, ""outros_atributos"": ""hb20, 9144kg""}","motor de limpador de parabrisa | Hyundai | hb20, 9144kg"
Promoção Capa De Máquina De Lavar Brastemp Mondial 5kg ,Promoção Capa De Máquina De Lavar Brastemp Mondial 5kg,WASHING_AND_DRYER_MACHINE_COVERS,"{""idx"": 154, ""marca"": ""Brastemp"", ""modelo"": null, ""tipo_produto"": ""capa de máquina de lavar"", ""capacidade_volume"": ""5kg"", ""voltagem"": null, ""cor"": null, ""material"": null, ""quantidade"": null, ""outros_atributos"": ""mondial""}","{""marca"": ""Brastemp"", ""modelo"": null, ""tipo_produto"": ""capa de máquina de lavar"", ""capacidade_volume"": ""5kg"", ""voltagem"": null, ""cor"": null, ""material"": null, ""quantidade"": null, ""outros_atributos"": ""mondial""}",capa de máquina de lavar | Brastemp | 5kg | mondial
Bolsa Capa Case Modern P/ Câmera Canon Digital Ixus Wireless,Bolsa Capa Case Modern P/ Câmera Canon Digital Ixus Wireless,CAMERA_CASES,"{""idx"": 155, ""marca"": ""Canon"", ""modelo"": ""Ixus"", ""tipo_produto"": ""bolsa para câmera"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": null, ""quantidade"": null, ""outros_atributos"": ""wireless""}","{""marca"": ""Canon"", ""modelo"": ""ixus"", ""tipo_produto"": ""bolsa para câmera"", ""capacidade_volume"": null, ""voltagem"": null, ""cor"": null, ""material"": null, ""quantidade"": null, ""outros_atributos"": ""wireless""}",bolsa para câmera | Canon | ixus | wireless
Estabilizador 500va Bivolt 6 Tomadas - Sms 16620 ,Estabilizador 500va bivolt 6 Tomadas - Sms 16620,STABILIZERS_AND_UPS,"{""idx"": 156, ""marca"": ""Sms"", ""modelo"": ""16620"", ""tipo_produto"": ""estabilizador"", ""capacidade_volume"": ""500va"", ""voltagem"": ""bivolt"", ""cor"": null, ""material"": null, ""quantidade"": ""6 tomadas"", ""outros_atributos"": null}","{""marca"": ""Sms"", ""modelo"": ""16620"", ""tipo_produto"": ""estabilizador"", ""capacidade_volume"": ""500va"", ""voltagem"": ""bivolt"", ""cor"": null, ""material"": null, ""quantidade"": ""6 tomadas"", ""outros_atributos"": null}",estabilizador | Sms | 16620 | 500va | bivolt | 6 tomadas
